,company_name,experience,location,skills,posted_at
271,US Pharmacopeia,10 - 12 yrs,Hyderabad/Secunderabad,"sds  ,  scientist  ,  electrophoresis  ,  hplc  ,  spectroscopy  ,  chromatography  ,  mass spectrometry  ,  chemistry  ,  biologics  ,  uplc  ,  biological sciences  ,  laboratory skills  ,  protein assays",Posted few days ago
272,Corning,1 - 3 yrs,Pune,"c    ,  python  ,  c  ,  unix  ,   changing technologies",Posted 3 days ago
273,H.B. Fuller,5 - 8 yrs,Mumbai,"iso  ,  production  ,  product development  ,  manufacturing  ,  polyurethane  ,  operational excellence  ,  5s  ,  chemical engineering  ,  innovation  ,  planning  ,  machinery",Posted 3 days ago
274,US Pharmacopeia,4 - 6 yrs,Hyderabad/Secunderabad,"sds  ,  electrophoresis  ,  hplc  ,  chromatography  ,  mass spectrometry  ,  chemistry  ,  biologics  ,  uplc  ,  biological sciences  ,  laboratory skills  ,  protein assays",Posted few days ago
275,US Pharmacopeia,2 - 5 yrs,Hyderabad/Secunderabad,"iso 17025  ,  spectrometer  ,  organic chemistry  ,  iso 9001  ,  chemistry  ,  iec 17025  ,  glassware  ,  laboratory testing",Posted few days ago
276,genelon institute of life sciences pvt ltd,5 - 8 yrs,"Mysoru / Mysore,  Bengaluru / Bangalore","teaching  ,  principal  ,  Biology",Posted few days ago
277,BOSTON SCIENTIFIC,10 - 13 yrs,,"technical expert  ,  iso  ,  material selection  ,  new product development  ,  manufacturing  ,  engineering support  ,  process development  ,  implementation  ,  material science  ,  product design  ,  process control  ,  lean manufacturing",Posted few days ago
278,Armaco Chemical Processes Systems Pvt Ltd,10 - 13 yrs,Jeddah,"astm  ,  lims  ,  qa  /  qc  ,  icp  ,  gc  ,  chemistry  ,  quality control  ,  lab management  ,  aramco  ,  quality assurance  ,  laboratory analysis  ,  statistical quality control",Posted few days ago
279,ORMAE LLP,2 - 10 yrs,Bengaluru / Bangalore,"algorithms  ,  c    ,  java  ,  c#  ,  python  ,  sas",Posted few days ago
280,US Pharmacopeia,5 - 7 yrs,Hyderabad/Secunderabad,"ftir  ,  hplc  ,  qa  ,  organic chemistry  ,  icp  ,  gc  ,  chemistry  ,  wet  ,  glp",Posted few days ago
281,bkc weathersys private limited,1 - 3 yrs,Noida/Greater Noida,"database management  ,  software engineer  ,  machine learning  ,  artificial intelligence",Posted few days ago
282,SPECTROCHEM INSTRUMENTS PVT LTD,2 - 5 yrs,Mumbai,"chemistry  ,  melting point  ,  quality control  ,  ftir  ,  wet  ,  kf  ,  gc  ,  hplc",Posted few days ago
283,SPECTROCHEM INSTRUMENTS PVT LTD,2 - 5 yrs,Mumbai,"production  ,  implementation  ,  iso system  ,  dq  ,  sop  ,  scheduling  ,  calibration",Posted few days ago
284,litmus7 systems consulting private limited,1 - 3 yrs,Cochin/ Kochi/ Ernakulam,"python  ,  orchestration  ,  sql",Posted few days ago
285,Alstom Projects India Ltd.,10 - 13 yrs,Bengaluru / Bangalore,"orchestration  ,  scala  ,  storage  ,  docker  ,  security  ,  database  ,  apache  ,  postgresql  ,  python  ,  machine learning  ,  nosql  ,  cassandra  ,  infrastructure  ,  pathway",Posted 3 days ago
286,TERADATA INDIA PVT LTD,0 - 3 yrs,Australia,"c    ,  java  ,  big data  ,  python  ,  oracle  ,  nosql  ,  cassandra  ,  unix  ,  hive  ,  algorithms  ,  scala  ,  sql  ,  postgresql  ,  linux  ,  hadoop  ,  technical skills  ,  ruby  ,  consultant  ,  project delivery  ,  php",Posted 1 day ago
287,TERADATA INDIA PVT LTD,0 - 3 yrs,Australia,"c    ,  java  ,  big data  ,  python  ,  oracle  ,  nosql  ,  cassandra  ,  unix  ,  hive  ,  algorithms  ,  scala  ,  sql  ,  postgresql  ,  linux  ,  hadoop  ,  technical skills  ,  ruby  ,  consultant  ,  project delivery  ,  php",Posted 1 day ago
288,CRIMSON INTERACTIVE PVT LTD,0 - 2 yrs,Mumbai,"algorithms  ,  c    ,  lucene  ,  artificial intelligence  ,  docker  ,  java  ,  mysql  ,  hadoop  ,  big data  ,  mongodb  ,  python  ,  cloud services  ,  c  ,  machine learning  ,  nosql  ,  neo4j",Posted few days ago
289,Headhuntersinc consultancy Private Limited,0 - 3 yrs,Chennai,"data quality  ,  security  ,  bi  ,  mobile  ,  data transformation",Posted 3 days ago
290,g7 cr technologies,0 - 1 yrs,Bengaluru / Bangalore,"algorithms  ,  python  ,  data mining  ,  machine learning  ,  sql database",Posted 2 days ago
291,SYSTEM SOFT INC.,1 - 4 yrs,Hyderabad/Secunderabad,"algorithms  ,  data warehousing  ,  sql  ,  hadoop  ,  big data  ,  nosql  ,  sql database",Posted few days ago
292,ConcertAI,5 - 8 yrs,Bengaluru / Bangalore,"authoring  ,  scala  ,  sql  ,  database  ,  data structures  ,  big data  ,  python  ,  nosql  ,  cassandra  ,  infrastructure",Posted 5 days ago
293,"Sarosh Karki
     (More Jobs)",25 - 30 yrs,"Ahmedabad,  Chennai,  Gurgaon,  Hyderabad/Secunderabad,  Pune","Pharmaceutical Scientist  ,  Pharmacist  ,  Pharmaceutical  ,  Medicine  ,  Drug  ,  Pharmaceutical Industry  ,  Pharmacovigilance  ,  Clinical Data Management  ,  Clinical Research",Posted a month ago
294,ARSR Technologies,2 - 7 yrs,Bengaluru / Bangalore,"python  ,  c    ,  sql  ,  nosql  ,  database  ,  java  ,  data structures",Posted 6 days ago
295,AIR Worldwide,3 - 5 yrs,Hyderabad/Secunderabad,"information technology  ,  html  ,  big data  ,  python  ,  sql  ,  database  ,  postgresql  ,  cloud services  ,  rdbms  ,  management systems",Posted 4 days ago
296,eurofins it solutions pvt ltd,5 - 8 yrs,"Chennai,  Bengaluru / Bangalore","product testing  ,  testing  ,  erp  /  crm  ,  l2  /  l3  ,  agile  ,  bi  ,  sql  ,  security  ,  writing  ,  jenkins  ,  information management  ,  software delivery  ,  mobile",Posted few days ago
297,Sumo Digital Ltd,5 - 11 yrs,,"sql  ,  database  ,  security  ,  iam  ,  games  ,  data structures  ,  big data  ,  python  ,  pathway",Posted 5 days ago
298,Infostretch Solution Pvt Ltd,17 - 20 yrs,,"business rules  ,  storage  ,  java  ,  apache  ,  software engineering  ,  data structures  ,  cloud computing  ,  mapreduce  ,  amazon s3  ,  java programming",Posted 2 days ago
299,Koch Global Business Services,5 - 8 yrs,Bengaluru / Bangalore,"visualization  ,  bi  ,  dashboards  ,  data analysis  ,  spotfire  ,  mining  ,  data analyst  ,  tableau  ,  consultant  ,  data cleaning  ,  sql database",Posted few days ago
300,crescendo global,6 - 8 yrs,Gurgaon,"devops  ,  software engineering  ,  api  ,  big data  ,  nosql  ,  bi  ,  technical specialist  ,  data warehousing  ,  sql  ,  database  ,  hadoop  ,  crm  ,  san",Posted few days ago
301,HyreFox Consultants,8 - 11 yrs,"Mumbai,  Jaipur","apache  ,  devops  ,  python  ,  oracle  ,  impala  ,  amazon s3  ,  hive  ,  data mining  ,  data warehousing  ,  sql  ,  git  ,  software engineer  ,  rdbms  ,  infrastructure  ,  unix shell",Posted few days ago
302,netomi  ( msgai labs ),3 - 6 yrs,Gurgaon,"hive  ,  scala  ,  storage  ,  artificial intelligence  ,  sql  ,  java  ,  software engineering  ,  hadoop  ,  hbase  ,  python  ,  oozie  ,  nosql  ,  cassandra  ,  infrastructure  ,  hdfs",Posted few days ago
303,netomi  ( msgai labs ),3 - 6 yrs,Gurgaon,"hive  ,  scala  ,  storage  ,  artificial intelligence  ,  sql  ,  java  ,  software engineering  ,  hadoop  ,  hbase  ,  python  ,  oozie  ,  nosql  ,  cassandra  ,  infrastructure  ,  hdfs",Posted few days ago
304,ZeroFOX,2 - 5 yrs,,"bi  ,  sql  ,  security  ,  apache  ,  cooking  ,  python  ,  machine learning",Posted few days ago
305,IDP EDUCATION INDIA PVT LTD,1 - 2 yrs,Chennai,"algorithms  ,  bi  ,  sql  ,  crm  ,  python",Posted few days ago
306,ZeroFOX,3 - 6 yrs,,"storage  ,  sql  ,  elastic search  ,  security  ,  software engineering  ,  cooking  ,  machine learning  ,  nosql",Posted few days ago
307,Iqvia,10 - 13 yrs,"Mumbai,  Thane,  Delhi/NCR,  Pune,  Bengaluru / Bangalore","scientist  ,  regulatory  ,  research  ,  life sciences  ,  clinical operations  ,  clinical  ,  clinical research  ,  clinical development",Posted 2 days ago
308,Iqvia,10 - 13 yrs,,"scientist  ,  regulatory  ,  research  ,  life sciences  ,  clinical operations  ,  clinical  ,  clinical research  ,  clinical development",Posted few days ago
309,Iqvia,10 - 13 yrs,,"scientist  ,  regulatory  ,  research  ,  life sciences  ,  clinical operations  ,  clinical  ,  clinical research  ,  clinical development",Posted few days ago
310,US Pharmacopeia,4 - 6 yrs,Hyderabad/Secunderabad,"ftir  ,  hplc  ,  qa  ,  organic chemistry  ,  gc  ,  chemistry  ,  wet  ,  glp",Posted few days ago
311,US Pharmacopeia,5 - 7 yrs,Hyderabad/Secunderabad,"analytical instrumentation  ,  hplc  ,  icp  ,  kf  ,  gc  ,  calibration  ,  chemistry  ,  wet  ,  glp  ,  lab management  ,  quality standards  ,  laboratory testing",Posted few days ago
312,WALMART INDIA,5 - 8 yrs,,"software engineering  ,  big data  ,  nosql  ,  cassandra  ,  hive  ,  data warehousing  ,  sql  ,  hadoop  ,  machine learning",Posted 6 days ago
313,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Mumbai,  Dombivali,  Kalyan,  Navi Mumbai,  Thane","diploma  ,  data science  ,  Tableau",Posted a month ago
314,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Mumbai,  Dombivali,  Kalyan,  Navi Mumbai,  Thane","intern  ,  data sceince",Posted a month ago
315,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Pune,  Amravati,  Aurangabad,  Sangli,  Satara","data science  ,  Tableau",Posted a month ago
316,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Pune,  Amravati,  Aurangabad,  Sangli,  Satara","diploma   ,  software engineer  ,  data science",Posted a month ago
317,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Ahmedabad,  Bhavnagar,  Gandhinagar,  Jamnagar,  Mehsana","Tableau  ,  diploma",Posted a month ago
318,NUWARE SYSTEMS PVT LTD,3 - 6 yrs,Bengaluru / Bangalore,"python  ,  rdbms  ,  data mining  ,  machine learning  ,  sql  ,  senior software developer  ,  software developer",Posted few days ago
319,CROSSROAD ELF DSS PRIVATE LIMITED,0 - 3 yrs,Bengaluru / Bangalore,"algorithms  ,  python  ,  c    ,  bi  ,  machine learning  ,  sql  ,  database  ,  java  ,  linux  ,  linux shell scripting",Posted few days ago
320,torcai digital media private limited,0 - 3 yrs,Dehradun,"metadata  ,  data engineer  ,  data warehousing  ,  storage  ,  data quality  ,  infrastructure",Posted 1 day ago
321,colruyt it consultancy india pvt ltd.captive of colruyt belgium,10 - 13 yrs,Hyderabad/Secunderabad,"service oriented  ,  sql  ,  database  ,  git  ,  oops  ,  software engineering  ,  big data  ,  python  ,  infrastructure",Posted 6 days ago
322,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Pune,  Amravati,  Aurangabad,  Sangli,  Satara","college project  ,  data science",Posted a month ago
323,Cotocus,6 - 9 yrs,Bengaluru / Bangalore,"software design  ,  sql  ,  docker  ,  big data  ,  infrastructure",Posted few days ago
324,resourceq services,0 - 3 yrs,Bengaluru / Bangalore,"hive  ,  fundamentals  ,  c    ,  scala  ,  sql  ,  pig  ,  d3.js  ,  database  ,  java  ,  software engineering  ,  c#  ,  python  ,  machine learning",Posted few days ago
325,Colgate-Palmolive  ( India ),8 - 11 yrs,Mumbai,"information technology  ,  ajax  ,  spring  ,  java  ,  api  ,  python  ,  soap  ,  algorithms  ,  scala  ,  sql  ,  docker  ,  database  ,  git  ,  cloud services  ,  machine learning  ,  infrastructure  ,  production environment",Posted 1 day ago
326,Veeva Systems,5 - 8 yrs,Canada,"use cases  ,  data analytics  ,  customer success  ,  director  ,  bi  ,  sql  ,  san  ,  data analysis  ,  data analyst  ,  tableau",Posted few days ago
327,Veeva Systems,5 - 8 yrs,,"use cases  ,  data analytics  ,  customer success  ,  director  ,  bi  ,  sql  ,  san  ,  data analysis  ,  data analyst  ,  tableau",Posted few days ago
328,Larsen & Toubro Infotech Ltd,8 - 12 yrs,Canada,"scala  ,  bi  ,  data warehousing  ,  sql  ,  database  ,  java  ,  technical skills  ,  big data  ,  cloud computing  ,  python",Posted 6 days ago
329,Larsen & Toubro Infotech Ltd,5 - 8 yrs,Canada,"scala  ,  bi  ,  data warehousing  ,  sql  ,  database  ,  java  ,  technical skills  ,  big data  ,  cloud computing  ,  adf  ,  python",Posted 6 days ago
330,Larsen & Toubro Infotech Ltd,3 - 6 yrs,,"scala  ,  hosting  ,  docker  ,  database  ,  technology consulting  ,  data structures  ,  telecom  ,  hadoop  ,  python  ,  machine learning  ,  written communication  ,  infrastructure",Posted few days ago
331,TECHNOPARK TRIVANDRUM,5 - 8 yrs,Thiruvananthapuram,"artificial intelligence  ,  java  ,  big data  ,  python  ,  javascript  ,  nosql  ,  cassandra  ,  scala  ,  sql  ,  hadoop  ,  moodle  ,  cloud services  ,  machine learning  ,  ruby  ,  infrastructure  ,  php",Posted 6 days ago
332,AMAZON INDIA PVT LTD,6 - 9 yrs,Bengaluru / Bangalore,"css  ,  c    ,  java  ,  apache  ,  xml  ,  devops  ,  html  ,  mysql  ,  shell scripting  ,  software engineering  ,  api  ,  c#  ,  python  ,  javascript  ,  nosql  ,  node.js  ,  hibernate  ,  jquery  ,  apache tomcat  ,  sql  ,  docker",Posted few days ago
333,Veeva Systems,5 - 8 yrs,New York City,"recruitment process  ,  learning  ,  compensation",Posted few days ago
334,livestream technologies  ( payroll- recruitree ),2 - 5 yrs,Bengaluru / Bangalore,"orchestration  ,  sql  ,  git  ,  apache  ,  python  ,  github",Posted 4 days ago
335,The Smart Cube India Pvt Ltd,6 - 8 yrs,Noida/Greater Noida,"algorithms  ,  telecom  ,  big data  ,  python  ,  machine learning  ,  hdfs",Posted few days ago
336,The Smart Cube India Pvt Ltd,10 - 13 yrs,Noida/Greater Noida,"algorithms  ,  telecom  ,  big data  ,  python  ,  machine learning  ,  hdfs",Posted few days ago
337,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Mumbai,  Dombivali,  Kalyan,  Navi Mumbai,  Thane","project  ,  data science",Posted a month ago
338,alliance recruitment agency,2 - 10 yrs,Pune,"hive  ,  algorithms  ,  data mining  ,  machine learning  ,  sql  ,  pig  ,  nosql  ,  d3.js  ,  cassandra  ,  mongodb  ,  hbase",Posted few days ago
339,PUBLICIS GROUPE,0 - 3 yrs,"Gurgaon,  Mumbai,  Pune,  Bengaluru / Bangalore","sql  ,  cloud computing  ,  python  ,  machine learning",Posted few days ago
340,Careem,12 - 15 yrs,Dubai,"data architecture  ,  software engineering  ,  etl  ,  data integration",Posted few days ago
341,aroopa technologies pvt ltd,6 - 9 yrs,,"authoring  ,  data warehousing  ,  sql  ,  data extraction  ,  database  ,  data structures  ,  python  ,  oracle  ,  written communication  ,  infrastructure",Posted 4 days ago
342,AIR Worldwide,0 - 3 yrs,,"html  ,  big data  ,  python  ,  fundamentals  ,  sql  ,  telecom  ,  technical skills",Posted 5 days ago
343,Veeva Systems,5 - 8 yrs,,"dashboards  ,  use cases  ,  data analytics  ,  customer success  ,  director  ,  bi  ,  sql  ,  san  ,  data analysis  ,  tableau",Posted few days ago
344,Veeva Systems,5 - 8 yrs,Canada,"dashboards  ,  use cases  ,  data analytics  ,  customer success  ,  director  ,  bi  ,  sql  ,  san  ,  data analysis  ,  tableau",Posted few days ago
345,aeries technology group  ( sabre industries ),4 - 7 yrs,"Hyderabad/Secunderabad,  Mumbai,  Bengaluru / Bangalore","hive  ,  orchestration  ,  information technology  ,  bi  ,  data warehousing  ,  storage  ,  sql  ,  data extraction  ,  java  ,  atg  ,  software engineer  ,  cloud computing  ,  big data  ,  adf  ,  python  ,  team player  ,  ruby  ,  infrastructure",Posted few days ago
346,Colgate-Palmolive  ( India ),5 - 8 yrs,Mumbai,"c    ,  information technology  ,  ajax  ,  spring  ,  java  ,  python  ,  javascript  ,  artificial neural networks  ,  reporting tools  ,  soap  ,  algorithms  ,  data mining  ,  data warehousing  ,  sql  ,  database  ,  c  ,  problem solving  ,  machine learning  ,  written communication",Posted few days ago
347,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad","intern  ,  data science",Posted 3 days ago
348,InteleANTS Virtual Workforce Private Limited,5 - 8 yrs,Chennai,"mysql  ,  api  ,  python  ,  adf  ,  nosql  ,  hosting  ,  storage  ,  sql  ,  security  ,  database  ,  mongodb  ,  c  ,  machine learning  ,  written communication  ,  infrastructure",Posted few days ago
349,gartner india research and advisory services,0 - 2 yrs,Gurgaon,"apache  ,  java  ,  data structures  ,  python  ,  nosql  ,  software developer  ,  hive  ,  algorithms  ,  scala  ,  security  ,  git  ,  rest  ,  infrastructure  ,  hdfs",Posted 2 days ago
350,Techversant,6 - 9 yrs,Cochin/ Kochi/ Ernakulam,"hive  ,  algorithms  ,  ensemble  ,  apache  ,  hadoop  ,  big data  ,  hbase  ,  python  ,  rdbms  ,  machine learning  ,  nosql  ,  cassandra  ,  hdfs",Posted 3 days ago
351,nielsensports,3 - 6 yrs,New York City,"rest api  ,  apache  ,  java  ,  software engineering  ,  big data  ,  python  ,  data warehousing  ,  storage  ,  sql  ,  docker  ,  database  ,  git  ,  iam  ,  infrastructure",Posted few days ago
352,RED HAT,8 - 11 yrs,Bengaluru / Bangalore,"sql  ,  software engineering  ,  python  ,  machine learning",Posted 2 days ago
353,WALMART INDIA,7 - 10 yrs,,"java  ,  software engineering  ,  big data  ,  python  ,  scala  ,  data warehousing  ,  sql  ,  security  ,  database",Posted few days ago
354,fiserv ce pvt ltd,10 - 13 yrs,Thane,"communication  ,  interpersonal skills  ,  job posting  ,  interview",Posted few days ago
355,menorah personnel management india pvt ltd,7 - 10 yrs,Bengaluru / Bangalore,"cloudera  ,  hive  ,  bi  ,  pig  ,  java  ,  apache  ,  linux  ,  flume  ,  hadoop  ,  api  ,  big data  ,  mongodb  ,  hbase  ,  python  ,  rdbms  ,  oozie  ,  impala  ,  ruby  ,  nosql  ,  mapreduce  ,  cassandra  ,  cloud storage  ,  php  ,  hdfs  ,  sqoop",Posted few days ago
356,Veeva Systems,5 - 8 yrs,,"learning  ,  mapping  ,  recruitment process",Posted few days ago
357,Kwalee,2 - 5 yrs,Bengaluru / Bangalore,"html5  ,  senior software engineer  ,  database  ,  git  ,  couchbase  ,  jam  ,  games  ,  software engineer  ,  mysql  ,  datareports  ,  rest  ,  python  ,  simulator  ,  mobile  ,  machine learning  ,  javascript  ,  angularjs",Posted few days ago
358,SRI RAMACHANDRA MEDICAL COLLEGE AND RESEARCH INSTITUTE,3 - 6 yrs,Chennai,"assistant professor  ,  Clinician scientists  ,  Teaching",Posted few days ago
359,Randstad MENA,5 - 8 yrs,Mumbai,"hp service manager  ,  statistical analyst  ,  servicenow  ,  application support",Posted 3 days ago
360,BizViz Technologies,5 - 8 yrs,"Hyderabad/Secunderabad,  Bengaluru / Bangalore","Java  ,   Scala  ,   Python  ,   MYSQL  ,   MS SQL  ,   NOSQL  ,   Columnar Databases  ,   Spark Streaming  ,   Apache Kafka  ,   design algorithms  ,   predictive analytics  ,  tenacity",Posted few days ago
361,ZeroFOX,5 - 8 yrs,,"software engineering  ,  nosql  ,  technical leader  ,  storage  ,  sql  ,  security  ,  cooking  ,  cloud services  ,  machine learning",Posted 2 days ago
362,palo alto networks  ( india )  pvt. ltd.,3 - 6 yrs,Bengaluru / Bangalore,"algorithms  ,  rest api  ,  artificial intelligence  ,  sql  ,  salesforce  ,  java  ,  apache  ,  api  ,  big data  ,  rest  ,  python  ,  problem solving  ,  infrastructure  ,  soap",Posted few days ago
363,palo alto networks  ( india )  pvt. ltd.,3 - 6 yrs,Bengaluru / Bangalore,"algorithms  ,  rest api  ,  artificial intelligence  ,  sql  ,  salesforce  ,  java  ,  apache  ,  api  ,  big data  ,  rest  ,  python  ,  problem solving  ,  infrastructure  ,  soap",Posted few days ago
364,Electronic Arts Games  ( India )  Pvt. Ltd.,3 - 6 yrs,Hyderabad/Secunderabad,"apex  ,  java  ,  apache  ,  xml  ,  games  ,  software engineering  ,  logicdesign  ,  python  ,  nosql  ,  hive  ,  algorithms  ,  bi  ,  mql  ,  storage  ,  sql  ,  database  ,  json  ,  debugging  ,  mobile  ,  machine learning",Posted 5 days ago
365,ea games,3 - 6 yrs,Hyderabad/Secunderabad,"apex  ,  java  ,  apache  ,  xml  ,  games  ,  software engineering  ,  logicdesign  ,  python  ,  nosql  ,  hive  ,  algorithms  ,  bi  ,  mql  ,  storage  ,  sql  ,  database  ,  json  ,  debugging  ,  mobile  ,  machine learning",Posted 5 days ago
366,Veeva Systems,3 - 6 yrs,Canada,"orchestration  ,  devops  ,  solution delivery  ,  cassandra  ,  bi  ,  sql  ,  security  ,  hbase  ,  san  ,  cloud services  ,  machine learning  ,  infrastructure  ,  leadership skills",Posted few days ago
367,WALMART INDIA,3 - 6 yrs,,"information technology  ,  use cases  ,  data analytics  ,  bi  ,  data science  ,  statistical analysis  ,  visualization  ,  business requirements  ,  oracle  ,  data governance  ,  business solutions  ,  storage  ,  sql  ,  database  ,  security  ,  data visualization",Posted 4 days ago
368,WALMART INDIA,4 - 7 yrs,,"visualization  ,  business requirements  ,  program management  ,  dashboards  ,  data analytics  ,  data mining  ,  bi  ,  storage  ,  sql  ,  data visualization  ,  data analysis  ,  predictive analytics  ,  data analyst  ,  tableau",Posted 6 days ago
369,WALMART INDIA,3 - 6 yrs,,"typography  ,  information technology  ,  photoshop  ,  visual design  ,  bi  ,  sql  ,  ux design  ,  designing  ,  illustrator",Posted few days ago
370,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad","engineer  ,  data sceince  ,  jobs",Posted a month ago
371,lastminute.com group,3 - 5 yrs,Switzerland,"sql  ,  python  ,  problem solving  ,  team player  ,  machine learning",Posted few days ago
372,"Maxgen Technologies
     (More Jobs)",0 - 1 yrs,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad","engineer  ,  data science  ,  Tableau",Posted a month ago
373,clean harbors,0 - 3 yrs,"Hyderabad/Secunderabad,  Pune,  Bengaluru / Bangalore","gcc  ,  data mining  ,  bi  ,  data warehousing  ,  production support  ,  sql database",Posted few days ago
374,brickred  ( 3pillar global ),0 - 3 yrs,,"senior software engineer  ,  database  ,  apache  ,  hadoop  ,  mongodb  ,  c#  ,  mq  ,  microsoft azure  ,  machine learning  ,  messaging  ,  .net",Posted 2 days ago
375,brickred  ( 3pillar global ),0 - 3 yrs,,"senior software engineer  ,  database  ,  apache  ,  hadoop  ,  mongodb  ,  c#  ,  mq  ,  microsoft azure  ,  machine learning  ,  messaging  ,  .net",Posted 2 days ago
376,brickred  ( 3pillar global ),0 - 3 yrs,,"senior software engineer  ,  database  ,  apache  ,  hadoop  ,  mongodb  ,  c#  ,  mq  ,  microsoft azure  ,  machine learning  ,  messaging  ,  .net",Posted 2 days ago
377,Careem,1 - 3 yrs,Cairo,"hive  ,  scala  ,  data warehousing  ,  sql  ,  database  ,  security  ,  java  ,  apache  ,  hadoop  ,  big data  ,  cloud computing  ,  python  ,  infrastructure",Posted few days ago
378,Careem,0 - 3 yrs,Pakistan,"hive  ,  scala  ,  data warehousing  ,  sql  ,  database  ,  security  ,  java  ,  apache  ,  hadoop  ,  big data  ,  cloud computing  ,  python  ,  infrastructure",Posted few days ago
379,ion trading india pvt. ltd.,1 - 3 yrs,Delhi,"cloudera  ,  bi  ,  java  ,  apache  ,  hadoop  ,  big data  ,  python  ,  c  ,  oracle  ,  machine learning  ,  javascript",Posted 2 days ago
380,Veeva Systems,5 - 8 yrs,,"bi  ,  healthcare  ,  sql  ,  jira  ,  san  ,  director  ,  data integrity  ,  agile",Posted few days ago
381,Quantium Analytics,8 - 11 yrs,Hyderabad/Secunderabad,"artificial intelligence  ,  api  ,  python  ,  sql  ,  git  ,  consultant  ,  cloud storage",Posted few days ago
382,BOSTON SCIENTIFIC,2 - 4 yrs,,"c    ,  java  ,  api  ,  big data  ,  python  ,  algorithm development  ,  ensemble  ,  database  ,  git  ,  cloud computing  ,  rest  ,  machine learning  ,  neo4j",Posted few days ago
383,gartner india research and advisory services,0 - 3 yrs,Gurgaon,"bi  ,  software engineering  ,  python  ,  machine learning  ,  infrastructure",Posted 2 days ago
384,AbsolutData Research & Analytics  ( P )  Ltd,4 - 8 yrs,"Gurgaon,  Pune","telecommunication  ,  big data  ,  cli  ,  python  ,  nosql  ,  artificial neural networks  ,  hive  ,  algorithms  ,  ensemble  ,  database management  ,  hadoop  ,  cloud computing  ,  mongodb  ,  rdbms  ,  natural language processing  ,  engagement manager  ,  problem solving  ,  machine learning",Posted few days ago
385,WALMART INDIA,10 - 13 yrs,,"algorithms  ,  information technology  ,  scala  ,  sql  ,  python  ,  machine learning",Posted 6 days ago
386,Colgate-Palmolive  ( India ),2 - 3 yrs,Mumbai,"authoring  ,  orchestration  ,  information technology  ,  ajax  ,  spring  ,  java  ,  sap bw  ,  data structures  ,  api  ,  big data  ,  python  ,  nosql  ,  soap  ,  data warehousing  ,  storage  ,  sql  ,  database  ,  rdbms  ,  infrastructure  ,  cloud storage",Posted 3 days ago
387,eMids Technologies Pvt Ltd,8 - 10 yrs,"Noida/Greater Noida,  Bengaluru / Bangalore","information technology  ,  senior software engineer  ,  apache  ,  devops  ,  big data  ,  nosql  ,  bi  ,  data warehousing  ,  storage  ,  sql  ,  security  ,  hadoop  ,  technical skills  ,  mobile",Posted few days ago
388,tech holding,0 - 3 yrs,Bengaluru / Bangalore,"algorithms  ,  python  ,  orchestration  ,  natural language processing  ,  docker  ,  java  ,  apache",Posted 2 days ago
389,tech holding,1 - 3 yrs,,"algorithms  ,  python  ,  orchestration  ,  natural language processing  ,  docker  ,  java  ,  apache",Posted few days ago
390,tech holding,2 - 3 yrs,Mexico,"algorithms  ,  python  ,  orchestration  ,  natural language processing  ,  docker  ,  java  ,  apache",Posted few days ago
391,Lalamove,0 - 3 yrs,Hong Kong,"python  ,  team player  ,  machine learning  ,  sql  ,  software engineer",Posted few days ago
392,pype,2 - 6 yrs,Bengaluru / Bangalore,"image processing  ,  python  ,  problem solving  ,  machine learning  ,  hadoop  ,  opencv  ,  pattern recognition",Posted few days ago
393,Veeva Systems,5 - 8 yrs,New York City,"dashboards  ,  use cases  ,  data analytics  ,  customer success  ,  director  ,  bi  ,  sql  ,  san  ,  data analysis  ,  tableau",Posted 5 days ago
394,WALMART INDIA,8 - 11 yrs,,"information technology  ,  scala  ,  ds  ,  sql  ,  git  ,  python  ,  director  ,  machine learning",Posted 6 days ago
395,PUBLICIS GROUPE,6 - 9 yrs,Bengaluru / Bangalore,"orchestration  ,  debugger  ,  oop  ,  python  ,  algorithms  ,  docker  ,  memory management  ,  git  ,  mongodb  ,  rest  ,  cloud services  ,  machine learning  ,  written communication  ,  data communication",Posted few days ago
396,Colgate-Palmolive  ( India ),0 - 3 yrs,Mumbai,"authoring  ,  information technology  ,  ajax  ,  spring  ,  java  ,  data structures  ,  big data  ,  python  ,  nosql  ,  soap  ,  sql  ,  database  ,  hadoop  ,  mongodb  ,  cloud services  ,  composer  ,  neo4j  ,  infrastructure",Posted few days ago
397,WALMART INDIA,8 - 11 yrs,,"information technology  ,  ds  ,  python  ,  director  ,  scala  ,  sql  ,  git  ,  machine learning",Posted 6 days ago
